"pattern","path","line","text"
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\3422f756-8ecb-480a-8a12-371c21a0aec2\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\3765da0f-b84b-476b-bdc8-01cdc6e8b09b\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\3765da0f-b84b-476b-bdc8-01cdc6e8b09b\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\37aa95cb-f233-4c2e-8f19-611d3b18d9b1\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\37aa95cb-f233-4c2e-8f19-611d3b18d9b1\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\37e41da8-e325-488b-aa7b-f10a37fec9eb\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\37e41da8-e325-488b-aa7b-f10a37fec9eb\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\44aadfc1-04d5-4a9e-bd5f-dd6fcc0b4a12\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\44aadfc1-04d5-4a9e-bd5f-dd6fcc0b4a12\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\482b35c7-cbfe-415f-9773-f5f6184b9d13\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\482b35c7-cbfe-415f-9773-f5f6184b9d13\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\49dcba47-0ba4-4fe8-a6bd-c2568f9b2500\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\49dcba47-0ba4-4fe8-a6bd-c2568f9b2500\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\4ae8f9f5-df40-49f9-a5bd-53347fe0f3ca\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\4ae8f9f5-df40-49f9-a5bd-53347fe0f3ca\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\4cbaa488-b78e-4434-b35d-8b6592b0b07d\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\4cbaa488-b78e-4434-b35d-8b6592b0b07d\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\4e62ca33-1c06-44ec-98de-aa648358d977\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\4e62ca33-1c06-44ec-98de-aa648358d977\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\4eebb627-1a73-4826-a9d3-a96e5a6a3f0a\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\4eebb627-1a73-4826-a9d3-a96e5a6a3f0a\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\582b7da0-7cf1-4037-af76-89f75739e05f\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\582b7da0-7cf1-4037-af76-89f75739e05f\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\7020e8d3-d024-4838-9bf1-0b1c35b5cfac\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\7020e8d3-d024-4838-9bf1-0b1c35b5cfac\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\705f0dad-1c89-4362-afe5-35ac981cf5ed\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\705f0dad-1c89-4362-afe5-35ac981cf5ed\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\7493966c-fb52-4968-b5be-ad56c9547207\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\7493966c-fb52-4968-b5be-ad56c9547207\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\7649c088-85ed-4464-8021-811ff58be8fe\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\7649c088-85ed-4464-8021-811ff58be8fe\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\791863a9-68b6-4efa-b2d7-e5038975c42a\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\791863a9-68b6-4efa-b2d7-e5038975c42a\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\7965de06-09e8-4ff8-be21-101b8991f0b1\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\7965de06-09e8-4ff8-be21-101b8991f0b1\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\82f6e72f-ef81-4eb0-9a7d-b55478efdc53\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\82f6e72f-ef81-4eb0-9a7d-b55478efdc53\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\85ddc79c-c8a8-463b-a10f-8280488a579b\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\85ddc79c-c8a8-463b-a10f-8280488a579b\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\88daec2d-4a58-43ab-8371-e82cd9d34f9b\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\88daec2d-4a58-43ab-8371-e82cd9d34f9b\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\8abd276e-61c0-42a0-a80f-fe08c7d6ad5c\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\8abd276e-61c0-42a0-a80f-fe08c7d6ad5c\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\900d1eca-35e8-43a8-a5c6-7c62f07c704a\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\900d1eca-35e8-43a8-a5c6-7c62f07c704a\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\9100c7e8-40ab-486b-a2c9-b26d83874239\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\9100c7e8-40ab-486b-a2c9-b26d83874239\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\9466687d-43cc-48e1-8811-79ed7b0287d0\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\9466687d-43cc-48e1-8811-79ed7b0287d0\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\9f57a8a5-9207-48c3-b602-47ff041fc457\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\9f57a8a5-9207-48c3-b602-47ff041fc457\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\a13b3300-799a-4b67-8e9a-cdb3fa4f935d\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\a13b3300-799a-4b67-8e9a-cdb3fa4f935d\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\b48c9575-9e62-4ad9-b6d5-e506a4812bc2\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\b48c9575-9e62-4ad9-b6d5-e506a4812bc2\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\b605f7a2-ba9c-4d09-a6f9-4b909268ef7c\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\b605f7a2-ba9c-4d09-a6f9-4b909268ef7c\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\b6375540-b5ce-4c40-84e4-6bfeb82798ec\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\b6375540-b5ce-4c40-84e4-6bfeb82798ec\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\bb80b144-8bfb-4be5-b2a0-602e9e528c64\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\bb80b144-8bfb-4be5-b2a0-602e9e528c64\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\bb80d9d8-de95-4b2e-a851-3d2d8f86f7aa\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\bb80d9d8-de95-4b2e-a851-3d2d8f86f7aa\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\c454af71-753c-4b51-b1a1-d946df60d0ea\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\c454af71-753c-4b51-b1a1-d946df60d0ea\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\c871e43c-35f9-4050-ac84-449f3e6c42fb\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\c871e43c-35f9-4050-ac84-449f3e6c42fb\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\cf0b57ba-a29b-44b3-903a-d93bb3651f5a\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\cf0b57ba-a29b-44b3-903a-d93bb3651f5a\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\d02562bf-f034-4ccb-9699-aa70e2e4ec54\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\d02562bf-f034-4ccb-9699-aa70e2e4ec54\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\d6135531-cd5a-4538-8039-d6fc473c632b\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\d6135531-cd5a-4538-8039-d6fc473c632b\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\dc50ff19-8447-41a5-818d-667dae3338cb\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\dc50ff19-8447-41a5-818d-667dae3338cb\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\dc6aa0bb-1b2f-41b2-bb26-56e22a920e77\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\dc6aa0bb-1b2f-41b2-bb26-56e22a920e77\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\e609ff55-3a42-4286-8355-39cc58708108\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\e609ff55-3a42-4286-8355-39cc58708108\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\f02f187a-dc83-4f9f-8966-2e3eb845acca\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\f02f187a-dc83-4f9f-8966-2e3eb845acca\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\f4332a97-5a39-48d0-b7a5-dc0ebf16a9b0\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\f4332a97-5a39-48d0-b7a5-dc0ebf16a9b0\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\f7758b4d-5e76-45d7-82ed-8aa72b426b41\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\f7758b4d-5e76-45d7-82ed-8aa72b426b41\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\fa2a3481-e12d-4f6d-ac66-8fccacc00b0d\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\fa2a3481-e12d-4f6d-ac66-8fccacc00b0d\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\fb179d4f-e431-49c3-8021-4059e060395a\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\fb179d4f-e431-49c3-8021-4059e060395a\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\fbf3655c-6f87-46f5-a0f8-2327d44cfb2e\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\fbf3655c-6f87-46f5-a0f8-2327d44cfb2e\qc.json","15","""source"": ""ffprobe"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\fc22c367-da71-488d-8d94-c5b8e59951c2\pipeline-metrics.json","22","""provider"": ""kokoro"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\output-fase1-test\fc22c367-da71-488d-8d94-c5b8e59951c2\qc.json","15","""source"": ""ffprobe"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package.json","28","""@ffmpeg-installer/ffmpeg"": ""^1.1.0"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package.json","29","""@ffprobe-installer/ffprobe"": ""^2.1.2"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package.json","34","""fluent-ffmpeg"": ""^2.1.3"","
"edge-tts","C:\Users\Erik\Desktop\Generador_videos\backend\package.json","35","""msedge-tts"": ""^2.0.4"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","12","""@ffmpeg-installer/ffmpeg"": ""^1.1.0"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","13","""@ffprobe-installer/ffprobe"": ""^2.1.2"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","18","""fluent-ffmpeg"": ""^2.1.3"","
"edge-tts","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","19","""msedge-tts"": ""^2.0.4"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","69","""node_modules/@ffmpeg-installer/darwin-arm64"": {"
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","71","""resolved"": ""https://registry.npmjs.org/@ffmpeg-installer/darwin-arm64/-/darwin-arm64-4.1.5.tgz"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","77","""license"": ""https://git.ffmpeg.org/gitweb/ffmpeg.git/blob_plain/HEAD:/LICENSE.md"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","83","""node_modules/@ffmpeg-installer/darwin-x64"": {"
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","85","""resolved"": ""https://registry.npmjs.org/@ffmpeg-installer/darwin-x64/-/darwin-x64-4.1.0.tgz"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","97","""node_modules/@ffmpeg-installer/ffmpeg"": {"
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","99","""resolved"": ""https://registry.npmjs.org/@ffmpeg-installer/ffmpeg/-/ffmpeg-1.1.0.tgz"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","103","""@ffmpeg-installer/darwin-arm64"": ""4.1.5"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","104","""@ffmpeg-installer/darwin-x64"": ""4.1.0"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","105","""@ffmpeg-installer/linux-arm"": ""4.1.3"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","106","""@ffmpeg-installer/linux-arm64"": ""4.1.4"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","107","""@ffmpeg-installer/linux-ia32"": ""4.1.0"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","108","""@ffmpeg-installer/linux-x64"": ""4.1.0"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","109","""@ffmpeg-installer/win32-ia32"": ""4.1.0"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","110","""@ffmpeg-installer/win32-x64"": ""4.1.0"""
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","113","""node_modules/@ffmpeg-installer/linux-arm"": {"
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","115","""resolved"": ""https://registry.npmjs.org/@ffmpeg-installer/linux-arm/-/linux-arm-4.1.3.tgz"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","127","""node_modules/@ffmpeg-installer/linux-arm64"": {"
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","129","""resolved"": ""https://registry.npmjs.org/@ffmpeg-installer/linux-arm64/-/linux-arm64-4.1.4.tgz"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","141","""node_modules/@ffmpeg-installer/linux-ia32"": {"
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","143","""resolved"": ""https://registry.npmjs.org/@ffmpeg-installer/linux-ia32/-/linux-ia32-4.1.0.tgz"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","155","""node_modules/@ffmpeg-installer/linux-x64"": {"
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","157","""resolved"": ""https://registry.npmjs.org/@ffmpeg-installer/linux-x64/-/linux-x64-4.1.0.tgz"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","169","""node_modules/@ffmpeg-installer/win32-ia32"": {"
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","171","""resolved"": ""https://registry.npmjs.org/@ffmpeg-installer/win32-ia32/-/win32-ia32-4.1.0.tgz"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","182","""node_modules/@ffmpeg-installer/win32-x64"": {"
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","184","""resolved"": ""https://registry.npmjs.org/@ffmpeg-installer/win32-x64/-/win32-x64-4.1.0.tgz"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","195","""node_modules/@ffprobe-installer/darwin-arm64"": {"
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","197","""resolved"": ""https://registry.npmjs.org/@ffprobe-installer/darwin-arm64/-/darwin-arm64-5.0.1.tgz"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","209","""node_modules/@ffprobe-installer/darwin-x64"": {"
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","211","""resolved"": ""https://registry.npmjs.org/@ffprobe-installer/darwin-x64/-/darwin-x64-5.1.0.tgz"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","223","""node_modules/@ffprobe-installer/ffprobe"": {"
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","225","""resolved"": ""https://registry.npmjs.org/@ffprobe-installer/ffprobe/-/ffprobe-2.1.2.tgz"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","232","""@ffprobe-installer/darwin-arm64"": ""5.0.1"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","233","""@ffprobe-installer/darwin-x64"": ""5.1.0"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","234","""@ffprobe-installer/linux-arm"": ""5.2.0"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","235","""@ffprobe-installer/linux-arm64"": ""5.2.0"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","236","""@ffprobe-installer/linux-ia32"": ""5.2.0"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","237","""@ffprobe-installer/linux-x64"": ""5.2.0"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","238","""@ffprobe-installer/win32-ia32"": ""5.1.0"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","239","""@ffprobe-installer/win32-x64"": ""5.1.0"""
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","242","""node_modules/@ffprobe-installer/linux-arm"": {"
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","244","""resolved"": ""https://registry.npmjs.org/@ffprobe-installer/linux-arm/-/linux-arm-5.2.0.tgz"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","256","""node_modules/@ffprobe-installer/linux-arm64"": {"
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","258","""resolved"": ""https://registry.npmjs.org/@ffprobe-installer/linux-arm64/-/linux-arm64-5.2.0.tgz"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","270","""node_modules/@ffprobe-installer/linux-ia32"": {"
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","272","""resolved"": ""https://registry.npmjs.org/@ffprobe-installer/linux-ia32/-/linux-ia32-5.2.0.tgz"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","284","""node_modules/@ffprobe-installer/linux-x64"": {"
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","286","""resolved"": ""https://registry.npmjs.org/@ffprobe-installer/linux-x64/-/linux-x64-5.2.0.tgz"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","298","""node_modules/@ffprobe-installer/win32-ia32"": {"
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","300","""resolved"": ""https://registry.npmjs.org/@ffprobe-installer/win32-ia32/-/win32-ia32-5.1.0.tgz"","
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","311","""node_modules/@ffprobe-installer/win32-x64"": {"
"\bffprobe\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","313","""resolved"": ""https://registry.npmjs.org/@ffprobe-installer/win32-x64/-/win32-x64-5.1.0.tgz"","
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","971","""node_modules/fluent-ffmpeg"": {"
"\bffmpeg\b","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","973","""resolved"": ""https://registry.npmjs.org/fluent-ffmpeg/-/fluent-ffmpeg-2.1.3.tgz"","
"edge-tts","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","1484","""node_modules/msedge-tts"": {"
"edge-tts","C:\Users\Erik\Desktop\Generador_videos\backend\package-lock.json","1486","""resolved"": ""https://registry.npmjs.org/msedge-tts/-/msedge-tts-2.0.4.tgz"","
"kokoro","C:\Users\Erik\Desktop\Generador_videos\backend\queue\active\9eafe113-fcae-4eb4-a6ac-c68f37e0d669.json","27","""provider"": ""kokoro"","
